,wellName,MD,CALI,GR,RHOB,NPHI,RACEHM,RACELM,RPCEHM,RPCELM,PHIF,SW,VSH,VSH_class,SW_class
497,15/9-F-1 A,3480.7,8.625,48.1795,2.3031,0.2073,0.4337,0.528,0.415,0.4394,0.1982,0.9943,0.3109,2,1
498,15/9-F-1 A,3480.8,8.6251,49.4637,2.3049,0.1994,0.5087,0.572,0.3878,0.4462,0.1972,1.0,0.3212,2,1
499,15/9-F-1 A,3480.9,8.6719,49.0355,2.3196,0.193,0.5643,0.6003,0.4107,0.5175,0.1889,1.0,0.3177,2,1
500,15/9-F-1 A,3481.0,8.672,48.8528,2.3492,0.1855,0.6161,0.6194,0.5569,0.6409,0.1719,0.988,0.3163,2,1
501,15/9-F-1 A,3481.1,8.7031,50.249,2.3882,0.176,0.7066,0.6392,0.7316,0.7453,0.1497,0.989,0.3273,2,1
502,15/9-F-1 A,3481.2,8.7031,52.7857,2.4293,0.1703,0.7954,0.6573,0.9959,0.8653,0.1262,1.0,0.3475,2,1
503,15/9-F-1 A,3481.3,8.6875,53.9736,2.4674,0.1696,0.8497,0.6679,1.3014,0.9797,0.1044,1.0,0.357,2,1
504,15/9-F-1 A,3481.4,8.6719,52.1275,2.498,0.1705,0.8924,0.6754,1.5793,1.0619,0.0869,1.0,0.3423,2,1
505,15/9-F-1 A,3481.5,8.6718,50.4648,2.5118,0.1763,0.8583,0.6642,1.7514,1.0869,0.079,1.0,0.3291,2,1
506,15/9-F-1 A,3481.6,8.6483,49.7607,2.5,0.1904,0.7768,0.6372,1.6669,1.0219,0.0857,1.0,0.3235,2,1
507,15/9-F-1 A,3481.7,8.6017,51.0082,2.4619,0.2085,0.7531,0.623,1.4012,0.9259,0.1074,0.9873,0.3334,2,1
508,15/9-F-1 A,3481.8,8.625,50.862,2.406,0.2205,0.7274,0.61,1.0448,0.8002,0.1393,0.9052,0.3322,2,1
509,15/9-F-1 A,3481.9,8.625,52.5822,2.3487,0.2301,0.6305,0.5855,0.6795,0.6383,0.1721,0.9158,0.3458,2,1
510,15/9-F-1 A,3482.0,8.625,57.5289,2.3057,0.2327,0.5383,0.5627,0.4975,0.5262,0.1967,0.9437,0.3851,2,1
511,15/9-F-1 A,3482.1,8.625,61.5994,2.2841,0.231,0.4781,0.5449,0.4189,0.4676,0.2091,0.9707,0.4174,2,1
512,15/9-F-1 A,3482.2,8.6249,66.1386,2.2787,0.2331,0.4497,0.5311,0.4176,0.4527,0.2122,0.9677,0.4534,3,1
513,15/9-F-1 A,3482.3,8.5781,68.6926,2.2799,0.234,0.4407,0.5166,0.4166,0.4386,0.2115,0.9752,0.4738,3,1
514,15/9-F-1 A,3482.4,8.5781,68.3692,2.2823,0.2355,0.4374,0.5053,0.4165,0.4302,0.2101,0.98,0.4713,3,1
515,15/9-F-1 A,3482.5,8.5781,64.8773,2.2828,0.236,0.4395,0.496,0.4169,0.4242,0.2098,0.9751,0.4435,2,1
516,15/9-F-1 A,3482.6,8.5782,62.5802,2.2809,0.2345,0.4475,0.4884,0.4179,0.4193,0.2109,0.9664,0.4253,2,1
517,15/9-F-1 A,3482.7,8.625,61.7848,2.2784,0.2281,0.4299,0.4776,0.433,0.4253,0.2123,0.9462,0.419,2,1
518,15/9-F-1 A,3482.8,8.6249,57.7083,2.2786,0.2249,0.4232,0.4804,0.4263,0.4204,0.2122,0.9464,0.3867,2,1
519,15/9-F-1 A,3482.9,8.5782,54.3398,2.2836,0.2171,0.4285,0.4953,0.405,0.4119,0.2094,0.9714,0.3599,2,1
520,15/9-F-1 A,3483.0,8.6249,52.8791,2.2949,0.2077,0.4494,0.521,0.3838,0.4165,0.2029,1.0,0.3483,2,1
521,15/9-F-1 A,3483.1,8.5782,50.5348,2.3107,0.2041,0.4886,0.5442,0.3922,0.4357,0.1939,1.0,0.3297,2,1
522,15/9-F-1 A,3483.2,8.625,48.9501,2.3262,0.2044,0.5365,0.5662,0.4308,0.4699,0.185,1.0,0.3171,2,1
523,15/9-F-1 A,3483.3,8.625,48.7092,2.337,0.2084,0.5889,0.5869,0.501,0.5195,0.1789,0.9995,0.3152,2,1
524,15/9-F-1 A,3483.4,8.625,47.387,2.3415,0.2137,0.6195,0.6012,0.5992,0.5775,0.1763,0.9375,0.3047,2,1
525,15/9-F-1 A,3483.5,8.625,46.7958,2.3402,0.2155,0.6515,0.6213,0.7082,0.6445,0.177,0.8718,0.3,2,1
526,15/9-F-1 A,3483.6,8.625,46.3015,2.3351,0.2107,0.6797,0.64,0.7893,0.6999,0.1799,0.8227,0.296,2,1
527,15/9-F-1 A,3483.7,8.625,46.5003,2.3306,0.2001,0.7191,0.6686,0.8605,0.7524,0.1825,0.7857,0.2977,2,0
528,15/9-F-1 A,3483.8,8.625,44.5457,2.33,0.1881,0.7594,0.7157,0.9207,0.8134,0.1829,0.7606,0.2821,2,0
529,15/9-F-1 A,3483.9,8.625,44.0512,2.3343,0.1785,0.849,0.7776,0.976,0.8841,0.1804,0.7501,0.2781,2,0
530,15/9-F-1 A,3484.0,8.6251,45.6573,2.344,0.1713,0.8956,0.822,1.2125,0.9824,0.1749,0.7055,0.291,2,0
531,15/9-F-1 A,3484.1,8.6719,43.89,2.361,0.1626,0.8849,0.8472,1.5115,1.1093,0.1652,0.6719,0.2769,2,0
532,15/9-F-1 A,3484.2,8.6719,44.6672,2.3846,0.1573,0.9934,0.8988,1.6033,1.1864,0.1517,0.7022,0.283,2,0
533,15/9-F-1 A,3484.3,8.6718,46.4489,2.4154,0.1503,1.1639,0.9741,1.6398,1.2815,0.1341,0.7694,0.2972,2,0
534,15/9-F-1 A,3484.4,8.6483,46.4792,2.4545,0.143,1.3535,1.0579,1.9089,1.4608,0.1118,0.8346,0.2974,2,1
535,15/9-F-1 A,3484.5,8.625,47.2814,2.4994,0.1292,1.6024,1.1915,2.1892,1.703,0.0861,0.9707,0.3038,2,1
536,15/9-F-1 A,3484.6,8.6251,48.5853,2.5435,0.1147,1.7441,1.3024,2.503,1.9113,0.0609,1.0,0.3142,2,1
537,15/9-F-1 A,3484.7,8.6719,48.0028,2.5767,0.1003,1.8014,1.375,2.7778,2.0565,0.0419,1.0,0.3096,2,1
538,15/9-F-1 A,3484.8,8.6719,45.7778,2.5965,0.0934,1.8774,1.4739,3.1654,2.2705,0.0306,1.0,0.2919,2,1
539,15/9-F-1 A,3484.9,8.6719,45.1281,2.6072,0.0902,2.0819,1.5949,3.4626,2.5207,0.0245,1.0,0.2867,2,1
540,15/9-F-1 A,3485.0,8.672,44.5512,2.6146,0.0891,2.3766,1.7277,3.5196,2.6713,0.0202,1.0,0.2822,2,1
541,15/9-F-1 A,3485.1,8.7031,42.0817,2.6196,0.086,2.5455,1.8281,3.828,2.8655,0.02,1.0,0.2626,2,1
542,15/9-F-1 A,3485.2,8.7031,39.3279,2.6213,0.083,2.7656,1.925,4.2618,3.1195,0.02,1.0,0.2407,2,1
543,15/9-F-1 A,3485.3,8.6875,38.851,2.6217,0.0789,3.1922,2.098,4.6384,3.4781,0.02,1.0,0.2369,2,1
544,15/9-F-1 A,3485.4,8.6719,38.9857,2.6248,0.0709,3.4163,2.2366,5.8136,4.038,0.02,1.0,0.238,2,1
545,15/9-F-1 A,3485.5,8.6719,38.2972,2.6359,0.0639,3.5314,2.3575,7.4282,4.6717,0.02,1.0,0.2326,2,1
552,15/9-F-1 A,3486.2,8.6719,31.957,2.6632,0.0718,4.7172,2.7009,11.4494,6.2616,0.02,1.0,0.1822,1,1
553,15/9-F-1 A,3486.3,8.6875,33.2879,2.6599,0.0741,4.9454,2.6797,13.1038,6.6641,0.02,1.0,0.1927,1,1
554,15/9-F-1 A,3486.4,8.703,34.9149,2.6516,0.0805,5.1506,2.6327,16.9901,7.2311,0.02,1.0,0.2056,2,1
555,15/9-F-1 A,3486.5,8.6719,36.6934,2.6403,0.0834,5.2335,2.5851,22.0363,7.653501,0.02,1.0,0.2197,2,1
556,15/9-F-1 A,3486.6,8.6719,38.8147,2.6323,0.0842,5.2191,2.5426,24.9277,7.7773,0.02,1.0,0.2367,2,1
557,15/9-F-1 A,3486.7,8.6719,36.1123,2.6309,0.0837,5.0735,2.5096,20.6691,7.3585,0.02,1.0,0.2152,2,1
558,15/9-F-1 A,3486.8,8.6719,35.1426,2.6343,0.0831,4.9266,2.4723,16.9281,6.874,0.02,1.0,0.2075,2,1
559,15/9-F-1 A,3486.9,8.6719,36.1492,2.6377,0.0829,4.845,2.4476,15.6594,6.6239,0.02,1.0,0.2154,2,1
560,15/9-F-1 A,3487.0,8.6719,37.725,2.638,0.0834,4.7596,2.4136,15.3167,6.5203,0.02,1.0,0.228,2,1
561,15/9-F-1 A,3487.1,8.6719,37.9002,2.634,0.0848,4.6957,2.3742,15.8331,6.4801,0.02,1.0,0.2294,2,1
562,15/9-F-1 A,3487.2,8.6719,37.3456,2.6262,0.087,4.6677,2.3301,16.8906,6.536,0.02,1.0,0.225,2,1
563,15/9-F-1 A,3487.3,8.6719,37.6237,2.6152,0.0899,4.6732,2.2755,18.589,6.6208,0.02,1.0,0.2272,2,1
564,15/9-F-1 A,3487.4,8.6719,38.2573,2.6025,0.0926,4.7123,2.2325,21.1139,6.699501,0.0271,0.9191,0.2322,2,1
565,15/9-F-1 A,3487.5,8.6719,39.0596,2.5924,0.0947,4.7705,2.1948,24.0419,6.894101,0.0329,0.7534,0.2386,2,0
566,15/9-F-1 A,3487.6,8.6719,39.7931,2.5871,0.0958,4.9904,2.1558,28.1472,7.1222,0.0359,0.6615,0.2444,2,0
567,15/9-F-1 A,3487.7,8.6719,40.877,2.5853,0.0948,5.0353,2.1003,25.7219,6.991,0.037,0.6738,0.253,2,0
568,15/9-F-1 A,3487.8,8.6875,39.7237,2.5818,0.0986,4.7916,2.0465,19.7437,6.3458,0.039,0.7178,0.2439,2,0
569,15/9-F-1 A,3487.9,8.7031,39.1867,2.5719,0.1001,4.4081,1.9847,14.8084,5.5947,0.0446,0.7255,0.2396,2,0
570,15/9-F-1 A,3488.0,8.7031,39.1778,2.5551,0.1053,4.0621,1.9159,11.6585,5.0024,0.0542,0.6884,0.2395,2,0
571,15/9-F-1 A,3488.1,8.7031,38.2564,2.5357,0.1106,3.8048,1.8433,10.2508,4.617,0.0653,0.6259,0.2322,2,0
572,15/9-F-1 A,3488.2,8.703,36.9036,2.5196,0.1146,3.6224,1.7934,9.5768,4.4214,0.0745,0.5789,0.2215,2,0
573,15/9-F-1 A,3488.3,8.6719,36.4449,2.5135,0.1161,3.526,1.7457,9.6222,4.321,0.078,0.557,0.2178,2,0
574,15/9-F-1 A,3488.4,8.6875,36.4772,2.5181,0.1169,3.3945,1.6993,9.6517,4.2208,0.0754,0.5713,0.218,2,0
575,15/9-F-1 A,3488.5,8.6719,37.8411,2.5305,0.1138,3.1967,1.6638,8.3201,3.876,0.0683,0.6576,0.2289,2,0
576,15/9-F-1 A,3488.6,8.6719,39.1553,2.5461,0.11,2.9573,1.6379,6.4931,3.465,0.0594,0.814,0.2393,2,1
577,15/9-F-1 A,3488.7,8.6875,39.3656,2.5621,0.1046,2.7322,1.6104,5.3478,3.168,0.0502,1.0,0.241,2,1
578,15/9-F-1 A,3488.8,8.6719,38.1666,2.5778,0.1038,2.5923,1.5848,4.6617,2.9557,0.0413,1.0,0.2315,2,1
579,15/9-F-1 A,3488.9,8.6719,37.2183,2.5942,0.1013,2.5172,1.5673,4.1978,2.7907,0.0319,1.0,0.2239,2,1
580,15/9-F-1 A,3489.0,8.6719,38.6353,2.6106,0.0983,2.438,1.5424,4.1948,2.7242,0.0225,1.0,0.2352,2,1
581,15/9-F-1 A,3489.1,8.6719,38.6565,2.6228,0.0947,2.3506,1.5149,4.3718,2.7045,0.02,1.0,0.2354,2,1
582,15/9-F-1 A,3489.2,8.6719,37.2974,2.6278,0.0919,2.2994,1.4987,4.2539,2.6397,0.02,1.0,0.2246,2,1
583,15/9-F-1 A,3489.3,8.6719,37.3015,2.6261,0.0915,2.2339,1.4846,4.0232,2.5641,0.02,1.0,0.2246,2,1
584,15/9-F-1 A,3489.4,8.6875,36.4143,2.6204,0.0937,2.1581,1.4693,3.818,2.4992,0.02,1.0,0.2176,2,1
585,15/9-F-1 A,3489.5,8.7031,36.6868,2.6115,0.097,2.0765,1.4518,3.5456,2.4068,0.022,1.0,0.2197,2,1
586,15/9-F-1 A,3489.6,8.6875,36.2496,2.5997,0.1045,2.0086,1.4359,3.2688,2.2989,0.0287,1.0,0.2163,2,1
587,15/9-F-1 A,3489.7,8.6719,35.3884,2.5859,0.1142,2.0202,1.4294,3.1242,2.2332,0.0366,1.0,0.2094,2,1
588,15/9-F-1 A,3489.8,8.6875,37.5779,2.5753,0.1169,2.031,1.4185,3.1189,2.2169,0.0427,1.0,0.2268,2,1
589,15/9-F-1 A,3489.9,8.7031,38.4119,2.5734,0.116,1.9227,1.3926,3.1838,2.1902,0.0438,1.0,0.2334,2,1
590,15/9-F-1 A,3490.0,8.6875,37.793,2.5789,0.1105,1.8029,1.3654,3.1913,2.1512,0.0406,1.0,0.2285,2,1
591,15/9-F-1 A,3490.1,8.7031,37.4398,2.5865,0.1046,1.71,1.3385,3.0801,2.0905,0.0363,1.0,0.2257,2,1
592,15/9-F-1 A,3490.2,8.7031,39.838,2.5903,0.1024,1.6574,1.3061,3.0377,2.0073,0.0341,1.0,0.2447,2,1
593,15/9-F-1 A,3490.3,8.7031,42.2864,2.5854,0.1058,1.5637,1.2601,2.9989,1.9557,0.0369,1.0,0.2642,2,1
594,15/9-F-1 A,3490.4,8.6875,40.0851,2.5683,0.1149,1.4522,1.2212,2.7817,1.8463,0.0466,1.0,0.2468,2,1
595,15/9-F-1 A,3490.5,8.6719,36.2876,2.5397,0.1299,1.435,1.2007,2.0977,1.6402,0.063,1.0,0.2166,2,1
596,15/9-F-1 A,3490.6,8.6718,35.9493,2.5094,0.1465,1.2845,1.16,1.5899,1.4604,0.0803,1.0,0.2139,2,1
597,15/9-F-1 A,3490.7,8.6251,35.1671,2.4845,0.1575,1.1759,1.1042,1.0973,1.1883,0.0945,1.0,0.2076,2,1
598,15/9-F-1 A,3490.8,8.6718,37.5429,2.4664,0.1607,0.9986,1.022,1.0845,1.0817,0.1049,1.0,0.2265,2,1
599,15/9-F-1 A,3490.9,8.6249,39.6024,2.4503,0.1649,0.847,0.9321,1.394,1.1062,0.1141,0.9187,0.2429,2,1
600,15/9-F-1 A,3491.0,8.6015,38.9645,2.4357,0.1629,0.8084,0.8927,1.3348,1.0416,0.1225,0.8837,0.2378,2,1
601,15/9-F-1 A,3491.1,8.5781,40.6201,2.4276,0.1645,0.8432,0.8695,1.0747,0.9408,0.1271,0.9414,0.251,2,1
602,15/9-F-1 A,3491.2,8.5782,40.3954,2.4295,0.168,0.7819,0.8212,0.9186,0.8581,0.126,1.0,0.2492,2,1
603,15/9-F-1 A,3491.3,8.625,39.3506,2.4391,0.1738,0.7466,0.8017,0.7786,0.7867,0.1205,1.0,0.2409,2,1
604,15/9-F-1 A,3491.4,8.625,37.8371,2.4471,0.1857,0.7119,0.7867,0.6445,0.7117,0.1159,1.0,0.2289,2,1
605,15/9-F-1 A,3491.5,8.625,36.4897,2.4447,0.1968,0.6439,0.7604,0.5491,0.6479,0.1173,1.0,0.2182,2,1
606,15/9-F-1 A,3491.6,8.625,36.5692,2.4312,0.2043,0.601,0.7381,0.5031,0.6087,0.125,1.0,0.2188,2,1
607,15/9-F-1 A,3491.7,8.6249,38.8332,2.4104,0.2089,0.5786,0.7175,0.4734,0.57,0.1369,1.0,0.2367,2,1
608,15/9-F-1 A,3491.8,8.5782,43.7072,2.3877,0.2164,0.5655,0.6964,0.4587,0.5417,0.1498,1.0,0.2753,2,1
609,15/9-F-1 A,3491.9,8.6249,49.4527,2.3682,0.223,0.5336,0.6753,0.4553,0.5277,0.161,1.0,0.321,2,1
610,15/9-F-1 A,3492.0,8.5782,50.3941,2.3533,0.2282,0.5195,0.6614,0.4424,0.5125,0.1695,1.0,0.3285,2,1
611,15/9-F-1 A,3492.1,8.6015,50.6057,2.3422,0.2388,0.5532,0.6537,0.431,0.4959,0.1759,1.0,0.3302,2,1
612,15/9-F-1 A,3492.2,8.5782,49.0187,2.3326,0.2438,0.5412,0.637,0.4601,0.504,0.1814,1.0,0.3177,2,1
613,15/9-F-1 A,3492.3,8.625,46.3722,2.3235,0.242,0.5109,0.6188,0.5019,0.5226,0.1866,0.9616,0.2966,2,1
614,15/9-F-1 A,3492.4,8.625,45.4641,2.3161,0.238,0.4982,0.6069,0.5132,0.5284,0.1908,0.9348,0.2894,2,1
615,15/9-F-1 A,3492.5,8.6249,44.0672,2.3127,0.2292,0.5081,0.6015,0.4947,0.5113,0.1927,0.9391,0.2783,2,1
616,15/9-F-1 A,3492.6,8.6015,44.2149,2.3147,0.2213,0.5013,0.5932,0.4449,0.4825,0.1916,0.9855,0.2795,2,1
617,15/9-F-1 A,3492.7,8.5782,44.3763,2.321,0.2136,0.4869,0.5896,0.4051,0.465,0.188,1.0,0.2807,2,1
618,15/9-F-1 A,3492.8,8.625,47.2193,2.3287,0.2102,0.5013,0.5915,0.4044,0.4635,0.1836,1.0,0.3033,2,1
619,15/9-F-1 A,3492.9,8.625,48.2372,2.3338,0.2165,0.5253,0.5965,0.4453,0.483,0.1807,1.0,0.3114,2,1
620,15/9-F-1 A,3493.0,8.6249,48.2181,2.3328,0.2255,0.5458,0.6021,0.5043,0.5196,0.1813,0.9849,0.3113,2,1
621,15/9-F-1 A,3493.1,8.5782,46.1605,2.3261,0.2353,0.5714,0.6114,0.5566,0.5584,0.1851,0.9273,0.2949,2,1
622,15/9-F-1 A,3493.2,8.625,45.2647,2.3194,0.234,0.5965,0.6232,0.604,0.5964,0.1889,0.8812,0.2878,2,1
623,15/9-F-1 A,3493.3,8.625,47.5018,2.3196,0.2312,0.5959,0.6322,0.6498,0.6371,0.1888,0.8589,0.3055,2,1
624,15/9-F-1 A,3493.4,8.6251,49.9334,2.3299,0.2275,0.6002,0.6442,0.6594,0.6637,0.1829,0.879,0.3248,2,1
625,15/9-F-1 A,3493.5,8.6719,53.9773,2.3467,0.223,0.6747,0.6637,0.6456,0.6731,0.1733,0.932,0.3568,2,1
626,15/9-F-1 A,3493.6,8.6718,59.7114,2.3639,0.2267,0.745,0.6801,0.6591,0.6871,0.1635,0.9787,0.4024,2,1
627,15/9-F-1 A,3493.7,8.6251,60.8759,2.3774,0.2252,0.7481,0.684,0.7382,0.7248,0.1558,0.9735,0.4117,2,1
628,15/9-F-1 A,3493.8,8.672,62.9838,2.3855,0.2257,0.7451,0.6927,0.7919,0.7551,0.1511,0.973,0.4284,2,1
629,15/9-F-1 A,3493.9,8.703,65.241,2.388,0.2227,0.7664,0.7106,0.7573,0.7481,0.1497,1.0,0.4463,2,1
630,15/9-F-1 A,3494.0,8.6719,66.9654,2.3864,0.222,0.7761,0.7239,0.7171,0.7334,0.1506,1.0,0.4601,3,1
631,15/9-F-1 A,3494.1,8.6719,62.4809,2.3833,0.2172,0.7731,0.7312,0.702,0.7258,0.1524,1.0,0.4246,2,1
632,15/9-F-1 A,3494.2,8.6718,56.4874,2.3811,0.2103,0.7642,0.7382,0.6952,0.72,0.1537,0.9999,0.3771,2,1
633,15/9-F-1 A,3494.3,8.625,46.8981,2.3795,0.2063,0.7574,0.7475,0.6807,0.7097,0.1546,0.9853,0.3009,2,1
634,15/9-F-1 A,3494.4,8.6249,40.8078,2.377,0.205,0.749,0.757,0.6652,0.699,0.156,0.976,0.2525,2,1
635,15/9-F-1 A,3494.5,8.6017,39.553,2.3736,0.2011,0.7267,0.764,0.6538,0.6924,0.1579,0.9712,0.2425,2,1
636,15/9-F-1 A,3494.6,8.625,38.3865,2.3697,0.2019,0.7058,0.7698,0.6469,0.6881,0.1602,0.9627,0.2333,2,1
637,15/9-F-1 A,3494.7,8.625,35.1542,2.3665,0.2034,0.6867,0.7741,0.6456,0.6865,0.162,0.9494,0.2076,2,1
638,15/9-F-1 A,3494.8,8.625,33.507,2.365,0.2052,0.6811,0.7822,0.6467,0.6842,0.1629,0.942,0.1945,1,1
639,15/9-F-1 A,3494.9,8.625,33.6569,2.3659,0.2063,0.6802,0.7918,0.6485,0.6819,0.1623,0.9434,0.1956,1,1
640,15/9-F-1 A,3495.0,8.625,36.0131,2.3692,0.2049,0.6849,0.8063,0.6513,0.6822,0.1605,0.9545,0.2143,2,1
641,15/9-F-1 A,3495.1,8.6251,39.6159,2.3724,0.2024,0.6905,0.8204,0.6533,0.6842,0.1586,0.9683,0.2429,2,1
642,15/9-F-1 A,3495.2,8.6718,44.576,2.3727,0.1986,0.6976,0.8343,0.6543,0.6888,0.1585,0.9776,0.2822,2,1
643,15/9-F-1 A,3495.3,8.6251,49.2985,2.3684,0.2052,0.7161,0.8577,0.6435,0.6925,0.1609,0.9811,0.3198,2,1
644,15/9-F-1 A,3495.4,8.6485,49.4223,2.3622,0.2101,0.7388,0.8849,0.6288,0.6964,0.1645,0.9738,0.3208,2,1
645,15/9-F-1 A,3495.5,8.6719,49.4429,2.3587,0.2184,0.753,0.9146,0.6279,0.7133,0.1665,0.9651,0.321,2,1
646,15/9-F-1 A,3495.6,8.6719,48.9838,2.3591,0.2236,0.775,0.9453,0.6403,0.7387,0.1662,0.9577,0.3174,2,1
647,15/9-F-1 A,3495.7,8.6875,44.6429,2.3614,0.2213,0.8112,0.9777,0.6764,0.7798,0.1649,0.9349,0.2829,2,1
648,15/9-F-1 A,3495.8,8.7032,42.2507,2.3653,0.2149,0.851,1.0141,0.717,0.8331,0.1627,0.9186,0.2639,2,1
649,15/9-F-1 A,3495.9,8.7499,41.0475,2.374,0.2016,0.8929,1.0527,0.7604,0.8929,0.1577,0.9168,0.2544,2,1
650,15/9-F-1 A,3496.0,8.7031,37.3345,2.39,0.1927,0.9822,1.1134,0.8683,1.0068,0.1486,0.9032,0.2249,2,1
651,15/9-F-1 A,3496.1,8.7031,34.3802,2.4119,0.1803,1.1218,1.184,1.0681,1.1708,0.1361,0.8837,0.2015,2,1
652,15/9-F-1 A,3496.2,8.703,32.5708,2.4372,0.1661,1.283,1.2351,1.6275,1.45,0.1217,0.8087,0.1871,1,1
653,15/9-F-1 A,3496.3,8.672,31.4553,2.4652,0.1519,1.5984,1.2979,2.8415,1.8382,0.1057,0.7161,0.1782,1,0
654,15/9-F-1 A,3496.4,8.7031,31.2097,2.4963,0.1338,1.9645,1.4048,3.886,2.27,0.0879,0.7257,0.1763,1,0
655,15/9-F-1 A,3496.5,8.7031,30.2365,2.5295,0.119,2.208,1.5166,4.7729,2.6776,0.0689,0.8022,0.1685,1,1
656,15/9-F-1 A,3496.6,8.703,30.2826,2.5599,0.1071,2.3656,1.6354,5.3124,2.9771,0.0515,0.9594,0.1689,1,1
657,15/9-F-1 A,3496.7,8.6719,30.0247,2.5838,0.0997,3.1116,1.9871,5.3049,3.5051,0.0378,1.0,0.1669,1,1
658,15/9-F-1 A,3496.8,8.6719,29.7287,2.5993,0.0919,3.2751,2.0628,5.2934,3.6261,0.029,1.0,0.1645,1,1
659,15/9-F-1 A,3496.9,8.6719,30.9789,2.609,0.0852,3.3021,2.0921,5.3572,3.6927,0.0234,1.0,0.1744,1,1
660,15/9-F-1 A,3497.0,8.6719,32.1785,2.6155,0.0798,3.3245,2.1314,5.4305,3.7404,0.02,1.0,0.184,1,1
661,15/9-F-1 A,3497.1,8.6719,32.1088,2.6202,0.0765,3.3503,2.173,5.4615,3.7642,0.02,1.0,0.1834,1,1
662,15/9-F-1 A,3497.2,8.6719,30.9638,2.6215,0.0744,3.3728,2.2088,5.4489,3.7917,0.02,1.0,0.1743,1,1
663,15/9-F-1 A,3497.3,8.6719,30.3871,2.6171,0.0734,3.3741,2.2585,5.4713,3.8112,0.02,1.0,0.1697,1,1
664,15/9-F-1 A,3497.4,8.672,30.5448,2.6072,0.0743,3.3192,2.3007,5.6596,3.8536,0.0245,1.0,0.171,1,1
665,15/9-F-1 A,3497.5,8.7031,30.4598,2.5975,0.078,3.2649,2.3208,5.8528,3.8968,0.03,1.0,0.1703,1,1
666,15/9-F-1 A,3497.6,8.6875,31.141,2.594,0.0812,3.2075,2.3394,6.1156,3.9452,0.032,1.0,0.1757,1,1
667,15/9-F-1 A,3497.7,8.7031,32.6206,2.5974,0.0849,3.1385,2.3586,6.5124,4.029,0.0301,1.0,0.1875,1,1
668,15/9-F-1 A,3497.8,8.7031,33.0757,2.6061,0.0852,3.1314,2.3956,6.6734,4.0561,0.0251,1.0,0.1911,1,1
669,15/9-F-1 A,3497.9,8.703,32.3339,2.618,0.0837,3.2485,2.4708,6.381,4.0478,0.02,1.0,0.1852,1,1
670,15/9-F-1 A,3498.0,8.6719,32.0178,2.6302,0.0787,3.3324,2.5261,6.236,4.0673,0.02,1.0,0.1827,1,1
671,15/9-F-1 A,3498.1,8.6719,31.2979,2.6373,0.075,3.291,2.5546,6.2777,4.0849,0.02,1.0,0.1769,1,1
672,15/9-F-1 A,3498.2,8.6719,32.5698,2.635,0.0736,2.9674,2.5279,6.7644,3.9209,0.02,1.0,0.187,1,1
673,15/9-F-1 A,3498.3,8.6719,33.4215,2.6243,0.0744,2.8726,2.4957,7.8869,3.9764,0.02,1.0,0.1938,1,1
674,15/9-F-1 A,3498.4,8.6719,35.9329,2.6084,0.0769,2.8818,2.4977,8.56,4.022,0.0238,1.0,0.2137,2,1
675,15/9-F-1 A,3498.5,8.6719,39.0987,2.5913,0.0811,2.9371,2.5154,7.9276,3.981,0.0335,1.0,0.2388,2,1
676,15/9-F-1 A,3498.6,8.672,40.975,2.5748,0.0864,2.9912,2.5447,7.037,3.8848,0.043,1.0,0.2538,2,1
677,15/9-F-1 A,3498.7,8.7032,41.4241,2.5612,0.0901,2.9862,2.5498,6.8128,3.8352,0.0507,0.9077,0.2573,2,1
678,15/9-F-1 A,3498.8,8.7267,41.9312,2.5533,0.0925,2.9725,2.5454,7.0848,3.8764,0.0553,0.8374,0.2613,2,1
679,15/9-F-1 A,3498.9,8.75,44.2948,2.5531,0.0968,2.9165,2.5152,8.3398,4.024,0.0554,0.7878,0.2801,2,0
680,15/9-F-1 A,3499.0,8.7499,45.8584,2.5574,0.0996,2.8882,2.4876,10.342,4.2026,0.0529,0.7511,0.2926,2,0
681,15/9-F-1 A,3499.1,8.7031,42.5787,2.5596,0.1049,2.8889,2.4891,10.9316,4.222199,0.0517,0.7405,0.2665,2,0
682,15/9-F-1 A,3499.2,8.7032,41.0176,2.5549,0.1079,2.9226,2.5054,9.9276,4.131,0.0543,0.7369,0.2541,2,0
683,15/9-F-1 A,3499.3,8.75,43.4694,2.5441,0.1087,2.9599,2.5339,8.2972,4.035,0.0605,0.7344,0.2735,2,0
684,15/9-F-1 A,3499.4,8.7499,46.587,2.5321,0.1119,2.9512,2.5571,7.2334,3.9382,0.0674,0.7206,0.2983,2,0
685,15/9-F-1 A,3499.5,8.7032,48.7216,2.5237,0.1157,2.9039,2.5763,6.3984,3.8246,0.0722,0.722,0.3153,2,0
686,15/9-F-1 A,3499.6,8.75,48.2827,2.5225,0.1101,2.843,2.5897,5.8129,3.7144,0.0729,0.7444,0.3117,2,0
687,15/9-F-1 A,3499.7,8.7499,51.0108,2.5276,0.1045,2.7989,2.5919,5.5837,3.6168,0.0699,0.7873,0.3333,2,0
688,15/9-F-1 A,3499.8,8.7265,55.1751,2.5367,0.099,2.7728,2.5977,4.8373,3.4605,0.0647,0.8979,0.3664,2,1
689,15/9-F-1 A,3499.9,8.7031,57.0502,2.5467,0.1007,2.8478,2.6377,4.2091,3.3119,0.059,1.0,0.3813,2,1
